ts,t_rel_s,event,phase,fps,cpu,rss_mb,cache_count,cache_mb,init_ms,reset_ms,gameover_ms
1761496470.089355,0.00030870800003413024,S1_start,S1_start,0.0,0.0,0.0,0,0.0,,,
1761496470.109771,0.020724708000045666,init_done,init_startup,0.0,0.0,0.0,35,0.05092620849609375,20.348083999977007,,
1761496470.1568398,0.06779458300002261,,play,15.15151515151515,74.7,140.705792,35,0.0534,,,
1761496471.173291,1.0842523750000055,,play,25.975973950443425,10.8,143.572992,35,0.0534,,,
1761496472.189255,2.100222125000016,,play,28.664887839271163,9.6,143.60576,35,0.0534,,,
1761496473.205417,3.116390416999991,,play,29.323767415859717,8.9,143.704064,35,0.0534,,,
1761496474.226838,4.137818417000005,,play,28.844766121525403,8.8,160.104448,35,0.0534,,,
1761496475.24619,5.157176125000035,,play,29.298575915478356,10.3,155.041792,36,0.0546,,,
1761496476.262511,6.173503541999992,,play,29.428953603723354,10.3,155.303936,41,0.0606,,,
1761496477.27788,7.188877875000003,,play,29.52072213202278,11.9,155.56608,41,0.0606,,,
1761496478.296674,8.20767891700001,,play,29.46219381934967,11.8,155.680768,41,0.0606,,,
1761496479.312095,9.22310675,,play,29.502718816784952,12.5,155.860992,41,0.0606,,,
1761496480.3296819,10.240698457999997,,play,29.45912998623345,11.5,155.860992,41,0.0606,,,
1761496481.3488169,11.259840999999994,,play,29.427284107270072,9.6,155.877376,41,0.0606,,,
1761496482.3684711,12.279500583000015,,play,29.432505900184484,11.0,156.0576,41,0.0606,,,
1761496483.388164,13.29919912500003,,play,29.429783679272713,9.3,156.13952,41,0.0606,,,
1761496484.405011,14.316052875000025,,play,29.487535176546732,11.8,156.22144,41,0.0606,,,
1761496485.422872,15.333920917,,play,29.464756225391035,11.2,156.237824,41,0.0606,,,
1761496486.438337,16.34939137500004,,play,29.539343051314287,8.4,156.254208,41,0.0606,,,
1761496487.454682,17.36574308300004,,play,29.49896139424736,9.6,156.270592,41,0.0606,,,
1761496488.4706838,18.381751542000018,,play,29.49820506328714,11.0,156.270592,41,0.0606,,,
1761496489.4874072,19.398480457999995,,play,29.553060732945053,11.1,156.270592,41,0.0606,,,
1761496490.5055182,20.416598167000018,,play,29.466384930104883,10.9,156.270592,41,0.0606,,,
1761496491.18284,21.093922082999995,S1_end_reset_done,S1_end_reset_done,29.531691004351195,10.1,156.270592,41,0.05779266357421875,,0.10241699999369303,
1761496491.5216482,21.432732750000014,,play,29.486618536880027,9.4,156.286976,41,0.0606,,,
1761496492.540941,22.45203254200004,,play,29.441154910135232,9.0,156.286976,41,0.0606,,,
1761496493.5599449,23.47104300000001,,play,29.442651921095557,10.4,156.286976,41,0.0606,,,
1761496494.574292,24.485395417000007,,play,29.596489899575797,11.1,156.286976,41,0.0606,,,
1761496495.590326,25.501436291999994,,play,29.54162823793575,8.1,156.286976,41,0.0606,,,
1761496496.6075299,26.518646458000035,,play,29.48319754417581,8.2,156.286976,41,0.0606,,,
1761496497.626913,27.53803533300004,,play,29.45724810045886,11.6,156.4672,41,0.0606,,,
1761496498.646024,28.557153625000012,,play,29.435698732163562,13.0,156.680192,41,0.0606,,,
1761496499.664364,29.575499750000006,,play,29.466811484906714,11.7,156.696576,41,0.0606,,,
1761496500.6800141,30.59115491700004,,play,29.508245079385713,12.1,156.680192,41,0.0606,,,
1761496501.700385,31.61153300000001,,play,29.454752279801408,10.8,156.680192,41,0.0606,,,
1761496502.717404,32.6285575,,play,29.439651906371996,10.6,156.696576,41,0.0606,,,
1761496503.731992,33.643151458000034,,play,29.548221784930114,10.6,156.696576,41,0.0606,,,
1761496504.750763,34.66192966700004,,play,29.459376148351392,12.3,156.696576,41,0.0606,,,
1761496505.7688582,35.68003041700007,,play,29.48653823243786,12.8,156.696576,41,0.0606,,,
1761496506.782155,36.69333262499998,,play,29.610950710612798,11.9,156.696576,41,0.0606,,,
1761496507.797399,37.708583917,,play,29.55426298909632,10.8,156.696576,41,0.0606,,,
1761496508.8149881,38.72618004200007,,play,29.510074776182964,12.6,156.729344,41,0.0606,,,
1761496509.832347,39.74354345800003,,play,29.48370833910597,10.9,156.745728,41,0.0606,,,
1761496510.84688,40.75808312500004,,play,29.529873002215083,10.7,156.762112,41,0.0606,,,
1761496511.859702,41.770911417000036,,play,29.57069574344891,10.3,156.368896,41,0.0606,,,
