ts,t_rel_s,event,phase,fps,cpu,rss_mb,cache_count,cache_mb,init_ms,reset_ms,gameover_ms
1760802341.7460248,0.00046000000000390173,S1_start,S1_start,0.0,0.0,0.0,0,0.0,,,
1760802341.779732,0.0341671250000104,init_done,init_startup,0.0,0.0,0.0,0,0.0,33.57445899999334,,
1760802341.877124,0.13155920799999876,,play,7.751937984496124,63.5,147.37408,0,0.0,,,
1760802342.891849,1.1462803329999929,,play,24.179266949892234,14.3,149.782528,0,0.0,,,
1760802343.910165,2.164588583000011,,play,28.14988326104742,11.2,151.666688,0,0.0,,,
1760802344.930838,3.1852569579999965,,play,29.10492089829074,10.9,151.79776,0,0.0,,,
1760802345.949035,4.203448000000009,,play,29.374507148029775,11.5,151.814144,0,0.0,,,
1760802346.968391,5.222798541000003,,play,29.43692709351335,16.5,160.743424,0,0.0,,,
1760802347.986552,6.240953332999993,,play,29.406831715492487,12.7,160.825344,0,0.0,,,
1760802349.007673,7.262068749999997,,play,29.397106002792192,14.6,160.89088,0,0.0,,,
1760802350.025907,8.280298291000008,,play,29.446070530199723,13.6,161.005568,0,0.0,,,
1760802351.043956,9.298340916,,play,29.45802428284477,12.5,161.267712,0,0.0,,,
1760802352.066389,10.320769000000013,,play,29.385394436249094,13.0,161.30048,0,0.0,,,
1760802353.085841,11.340214750000001,,play,29.41037853437216,13.5,161.316864,0,0.0,,,
1760802354.1049879,12.359355791000013,,play,29.421586132080435,11.6,161.333248,0,0.0,,,
1760802355.123265,13.377626915999997,,play,29.444640385094793,10.2,161.415168,0,0.0,,,
1760802356.141792,14.39614825000001,,play,29.44026976776009,12.1,161.398784,0,0.0,,,
1760802357.15872,15.41307091600001,,play,29.482486177034318,12.8,161.398784,0,0.0,,,
1760802358.179508,16.43385195799999,,play,29.38861840190786,10.4,161.398784,0,0.0,,,
1760802359.1993978,17.453737415999996,,play,29.42165527277627,10.3,161.415168,0,0.0,,,
1760802360.218718,18.473051249999997,,play,29.414169733087874,13.0,161.415168,0,0.0,,,
1760802361.238187,19.492519415999993,,play,29.46273735133256,12.3,161.415168,0,0.0,,,
1760802362.259003,20.513325500000008,,play,29.423839606677216,11.4,161.415168,0,0.0,,,
1760802363.278713,21.533029708000015,,play,29.400210124867804,12.8,161.415168,0,0.0,,,
1760802364.2999418,22.55425279100001,,play,29.372739396401244,12.6,161.693696,0,0.0,,,
1760802365.3214269,23.575732708000004,,play,29.37744653302953,12.7,161.71008,0,0.0,,,
1760802366.3397539,24.594053540999994,,play,29.43641475401822,13.0,161.71008,0,0.0,,,
1760802367.3611379,25.615432333,,play,29.401496696417937,13.4,161.71008,0,0.0,,,
1760802368.3786979,26.63298604100001,,play,29.45274769592076,12.7,161.71008,0,0.0,,,
1760802369.396833,27.651115000000004,,play,29.475110798703753,13.1,161.71008,0,0.0,,,
1760802370.417567,28.671843582999998,,play,29.43666215139178,13.6,161.71008,0,0.0,,,
1760802371.438425,29.69269675000001,,play,29.405560587324434,12.7,161.71008,0,0.0,,,
1760802372.457845,30.712110333,,play,29.410256089229932,12.7,161.71008,0,0.0,,,
1760802373.47967,31.73392954100001,,play,29.39660687191077,12.4,161.71008,0,0.0,,,
1760802374.3976388,32.651891541,S1_end_reset_done,S1_end_reset_done,29.446338369340022,13.6,161.71008,0,,,0.27341599999886057,
1760802374.4979331,32.75218699999999,,play,29.441779493945496,12.8,161.71008,0,0.0,,,
1760802375.517642,33.771889958,,play,29.439674887291584,10.3,161.71008,0,0.0,,,
1760802376.533868,34.788110958000004,,play,29.486517821672685,10.9,161.71008,0,0.0,,,
1760802377.5518239,35.80606120800002,,play,29.44737039263732,12.1,161.71008,0,0.0,,,
1760802378.569862,36.824091374999995,,play,29.48456152984826,15.7,162.758656,0,0.0,,,
1760802379.58964,37.84386362500001,,play,29.42946625362894,5.0,162.791424,0,0.0,,,
1760802380.6100411,38.86426066600001,,play,29.416069080380492,5.4,162.791424,0,0.0,,,
1760802381.62942,39.88363395800002,,play,29.441467148044502,9.8,162.791424,0,0.0,,,
1760802382.649333,40.90354129100001,,play,29.4522848004,11.5,163.004416,0,0.0,,,
1760802383.667392,41.921592583000006,,play,29.432280649157406,10.4,163.004416,0,0.0,,,
1760802384.688288,42.94248466600001,,play,29.416753439314178,12.9,163.004416,0,0.0,,,
1760802385.70821,43.962401,,play,29.442673494283248,13.0,163.004416,0,0.0,,,
1760802386.728724,44.982909207999995,,play,29.387826544834535,12.9,163.0208,0,0.0,,,
1760802387.7494872,46.00366625000001,,play,29.40594381318857,12.6,163.0208,0,0.0,,,
1760802388.769814,47.02398766600001,,play,29.403421245538947,12.6,162.545664,0,0.0,,,
1760802389.789404,48.043573041,,play,29.426009138777427,12.3,162.627584,0,0.0,,,
1760802390.808697,49.062859290999995,,play,29.426396457018797,12.8,162.6112,0,0.0,,,
1760802391.8274891,50.08164616600001,,play,29.4308542695101,12.4,163.037184,0,0.0,,,
1760802392.847208,51.101359375000015,,play,29.416406595508963,13.3,163.168256,0,0.0,,,
1760802393.8687072,52.12285270800001,,play,29.401568347057648,11.1,163.18464,0,0.0,,,
1760802394.890569,53.14470908300001,,play,29.366092349519725,12.9,163.18464,0,0.0,,,
1760802395.9093351,54.16346904100001,,play,29.412345419359454,12.9,163.18464,0,0.0,,,
1760802396.927841,55.181969291,,play,29.448175507730053,12.5,163.217408,0,0.0,,,
1760802397.94815,56.20227279100001,,play,29.420618492521456,13.7,163.233792,0,0.0,,,
1760802398.967958,57.222075165999996,,play,29.413917625726818,13.4,163.332096,0,0.0,,,
1760802399.988947,58.24305820800001,,play,29.400037605259207,14.1,163.4304,0,0.0,,,
1760802401.009058,59.26316345799998,,play,29.408913100272375,12.8,163.299328,0,0.0,,,
1760802402.028772,60.282872207999986,,play,29.422233553399018,11.5,163.250176,0,0.0,,,
1760802403.05039,61.30448445800002,,play,29.369862679744266,11.9,163.250176,0,0.0,,,
1760802404.07025,62.32433825000001,,play,29.401575652624896,14.0,163.250176,0,0.0,,,
1760802405.0885918,63.342674500000015,,play,29.46272800387348,12.6,163.250176,0,0.0,,,
1760802406.110473,64.364550375,,play,29.361092405290687,12.3,163.250176,0,0.0,,,
1760802407.132283,65.38635416600002,,play,29.355948475153376,9.6,163.250176,0,0.0,,,
1760802408.150042,66.404107375,,play,29.425609316665437,13.8,163.250176,0,0.0,,,
1760802409.1696918,67.42375183300001,,play,29.44814244322979,11.7,163.250176,0,0.0,,,
1760802409.442049,67.696105958,S2_end_reset_done,S2_end_reset_done,29.4367149825239,11.7,163.250176,0,,,0.1540419999628284,
1760802410.189148,68.44320254100003,,play,29.420610452434016,10.8,163.26656,0,0.0,,,
1760802411.206366,69.46041345800003,,play,29.48325820942801,5.3,163.26656,0,0.0,,,
1760802412.2246232,70.47866524999998,,play,29.45166914675789,9.6,163.282944,0,0.0,,,
1760802413.246411,71.50044891600001,,play,29.40598699746635,10.3,163.332096,0,0.0,,,
1760802414.265703,72.519736,,play,29.435233797668868,12.1,163.332096,0,0.0,,,
1760802415.287982,73.54200758300001,,play,29.338372298102794,12.4,163.332096,0,0.0,,,
1760802416.308728,74.56274912500001,,play,29.40519958963537,12.9,163.364864,0,0.0,,,
1760802417.326737,75.58075158300002,,play,29.445597831309037,12.7,163.545088,0,0.0,,,
1760802418.3456252,76.59963450000001,,play,29.432861879193165,12.5,163.545088,0,0.0,,,
1760802419.3604228,77.61442537500002,,play,29.516962288277796,12.8,163.561472,0,0.0,,,
1760802420.381953,78.63595183300001,,play,29.41970760583876,12.8,163.561472,0,0.0,,,
1760802421.402028,79.656020208,,play,29.393120222947335,12.4,163.495936,0,0.0,,,
1760802422.4227982,80.67678504099999,,play,29.375793678865236,13.5,163.495936,0,0.0,,,
1760802423.4433768,81.69735783299998,,play,29.423022481597233,12.3,163.495936,0,0.0,,,
1760802424.463109,82.71708495800002,,play,29.418865567213466,12.8,163.495936,0,0.0,,,
1760802425.483943,83.73791175,,play,29.38979093356018,12.9,163.495936,0,0.0,,,
1760802426.5045362,84.75850020800002,,play,29.398228635935734,12.4,163.495936,0,0.0,,,
1760802427.523623,85.77758229100002,,play,29.44522969047848,12.4,163.495936,0,0.0,,,
1760802428.542242,86.79619391600002,,play,29.448960703421065,13.1,163.495936,0,0.0,,,
1760802429.5621738,87.81612016599999,,play,29.420809423639845,12.9,163.495936,0,0.0,,,
1760802430.583442,88.83738187499998,,play,29.401711119001874,12.3,163.51232,0,0.0,,,
1760802431.604291,89.85822566599998,,play,29.3867164415059,12.7,163.495936,0,0.0,,,
1760802432.624255,90.87818433300001,,play,29.40567387631489,12.2,163.528704,0,0.0,,,
1760802433.643667,91.89759016600001,,play,29.427343180417097,13.7,163.51232,0,0.0,,,
1760802434.6622772,92.916195666,,play,29.43832339723681,12.9,163.51232,0,0.0,,,
1760802435.678564,93.93247625000001,,play,29.503934659058544,13.2,163.51232,0,0.0,,,
1760802436.697139,94.95104629099998,,play,29.461543252336043,13.9,163.528704,0,0.0,,,
1760802437.7179468,95.97184745799998,,play,29.42166245018563,13.5,163.807232,0,0.0,,,
1760802438.736795,96.990689333,,play,29.426441564743474,13.3,163.807232,0,0.0,,,
1760802439.755112,98.009001375,,play,29.439069205791526,13.6,163.807232,0,0.0,,,
1760802440.775808,99.02969216599999,,play,29.408465441854975,13.0,163.823616,0,0.0,,,
