ts,t_rel_s,event,phase,fps,cpu,rss_mb,cache_count,cache_mb,init_ms,reset_ms,gameover_ms
1761471957.4374397,0.0006350999999540363,S1_start,S1_start,0.0,0.0,0.0,0,0.0,,,
1761471957.4823356,0.04603629999996883,init_done,init_startup,0.0,0.0,0.0,0,0.0,45.28529999993225,,
1761471957.4889262,0.05306509999991249,,play,19.23076923076923,25.2,57.597952,0,0.0,,,
1761471958.49254,1.056015699999989,,play,27.186772629983963,0.0,58.064896,0,0.0,,,
1761471959.4976394,2.0612644999998793,,play,29.183678652415068,0.0,58.08128,0,0.0,,,
1761471960.5063694,3.069878900000049,,play,29.6289343845442,6.2,58.195968,0,0.0,,,
1761471961.512907,4.076423199999908,,play,29.74567632581489,6.2,58.200064,0,0.0,,,
1761471962.5171018,5.0807250000000295,,play,29.80661500284863,6.2,58.200064,0,0.0,,,
1761471963.5229156,6.0864934999999605,,play,29.80012714688431,0.0,58.200064,0,0.0,,,
1761471964.533018,7.096608999999944,,play,29.733953090424674,3.1,58.24512,0,0.0,,,
1761471965.5381389,8.101747799999885,,play,29.806462304494488,0.0,58.24512,0,0.0,,,
1761471966.5462646,9.109980899999982,,play,29.76401322877658,3.1,58.281984,0,0.0,,,
1761471967.5519948,10.115609899999981,,play,29.751030165695237,6.1,58.277888,0,0.0,,,
1761471968.5585678,11.122217200000023,,play,29.755236396016954,0.0,58.277888,0,0.0,,,
1761471969.5659776,12.129367799999955,,play,29.781922946092926,0.0,58.380288,0,0.0,,,
1761471970.598616,13.162193299999899,,play,29.97250531634197,0.0,58.359808,0,0.0,,,
1761471971.6026554,14.166030000000092,,play,29.86538389251761,6.2,58.359808,0,0.0,,,
1761471972.6090548,15.172704000000067,,play,29.85179736526236,6.2,58.359808,0,0.0,,,
1761471973.61625,16.179843599999913,,play,29.786810260691688,6.1,58.359808,0,0.0,,,
1761471974.6219215,17.185613099999955,,play,29.803052274061546,3.1,58.372096,0,0.0,,,
1761471975.6260262,18.189386699999886,,play,29.871900500008756,0.0,58.34752,0,0.0,,,
1761471976.6274047,19.190977299999986,,play,29.96806258485917,9.1,58.34752,0,0.0,,,
1761471977.6289089,20.192544100000077,,play,29.973741061739094,0.0,58.363904,0,0.0,,,
1761471977.7650664,20.329063800000085,S1_end_reset_done,S1_end_reset_done,29.877177036166607,0.0,58.363904,0,,,0.09730000010677031,
1761471978.6319451,21.19557910000003,,play,29.972020256276366,0.0,58.363904,0,0.0,,,
1761471979.664622,22.228211099999953,,play,29.926633218559115,0.0,58.363904,0,0.0,,,
1761471980.6694891,23.232950500000015,,play,29.808171030420898,0.0,58.363904,0,0.0,,,
1761471981.6699452,24.233608300000014,,play,29.94595690778132,3.1,58.363904,0,0.0,,,
1761471982.6780474,25.241408299999875,,play,29.82415589799814,3.1,58.363904,0,0.0,,,
1761471983.6843667,26.24795960000006,,play,29.809958012505874,0.0,58.363904,0,0.0,,,
1761471984.6895907,27.25299629999995,,play,29.79212381333521,0.0,58.421248,0,0.0,,,
1761471985.6930125,28.256640800000014,,play,29.83344955050576,0.0,58.368,0,0.0,,,
1761471986.693675,29.257263299999977,,play,29.90710389566242,0.0,58.318848,0,0.0,,,
1761471987.6999288,30.263579899999968,,play,29.848512284669745,0.0,58.372096,0,0.0,,,
1761471988.7040925,31.267548699999907,,play,29.84805783342157,5.9,58.372096,0,0.0,,,
1761471989.7082956,32.27176959999997,,play,29.863303377352548,2.9,58.318848,0,0.0,,,
1761471990.7203443,33.28387369999996,,play,29.71955169425195,0.0,58.318848,0,0.0,,,
1761471991.723238,34.28671280000003,,play,29.85931172969981,3.1,58.335232,0,0.0,,,
1761471992.731856,35.29544889999988,,play,29.75474827926246,3.1,58.339328,0,0.0,,,
1761471993.7393043,36.30260629999998,,play,29.82196762250856,3.0,58.392576,0,0.0,,,
1761471994.7453957,37.308838799999876,,play,29.8252874513625,6.2,58.372096,0,0.0,,,
1761471995.749075,38.31257269999992,,play,29.86861514009281,3.1,58.421248,0,0.0,,,
1761471996.7575998,39.320935799999916,,play,29.74199330798638,0.0,58.535936,0,0.0,,,
1761471997.7645934,40.328089599999885,,play,29.749051290754448,6.2,58.79808,0,0.0,,,
